fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color
7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.9923,3.0,0.31,10.1,1
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,1
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,0
7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5,1
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,0
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,1
7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,1
5.8,0.24,0.44,3.5,0.0289999999999999,5.0,109.0,0.9913,3.53,0.43,11.7,1
5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.9936,3.32,0.51,10.5,1
6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,1
8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,1
8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,1
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,1
8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,1
6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6,12.9,1
6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,1
8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,0
9.8,0.25,0.74,10.0,0.0559999999999999,36.0,225.0,0.9977,3.06,0.43,10.0,1
7.2,0.4,0.62,10.8,0.0409999999999999,70.0,189.0,0.9976,3.08,0.49,8.6,1
6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,3.24,0.35,12.1,1
6.8,0.2,0.27,1.2,0.034,19.0,68.0,0.9902,3.14,0.37,11.7,1
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,0
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,0
6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,1
7.2,0.31,0.46,5.0,0.04,3.0,29.0,0.9906,3.04,0.53,12.5,1
6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,0
6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,0
6.0,0.59,0.0,0.8,0.037,30.0,95.0,0.99032,3.1,0.4,10.9,1
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,1
5.0,1.02,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,0
6.1,1.1,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,1
6.3,0.24,0.37,1.8,0.031,6.0,61.0,0.9897,3.3,0.34,12.2,1
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,1
6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,1
8.8,0.61,0.3,2.8,0.088,17.0,46.0,0.9976,3.26,0.51,9.3,0
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,0
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,1
8.5,0.18,0.3,1.1,0.0279999999999999,34.0,95.0,0.99272,2.83,0.36,10.0,1
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,0
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,1
7.2,0.4,0.62,10.8,0.0409999999999999,70.0,189.0,0.9976,3.08,0.49,8.6,1
6.8,0.63,0.04,1.3,0.0579999999999999,25.0,133.0,0.99271,3.17,0.39,10.2,1
5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,0.34,11.4,1
8.0,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,3.32,0.47,9.8,1
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,1
5.8,0.28,0.18,1.2,0.0579999999999999,7.0,108.0,0.99288,3.23,0.58,9.55,1
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,1
7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,0
5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,1
6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,1
7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,1
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,0
9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,1
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,0
4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.99246,3.32,0.36,13.5,1
6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,3.49,0.64,9.5,1
9.2,0.22,0.4,2.4,0.054,18.0,151.0,0.9952,3.04,0.46,9.3,1
6.5,0.33,0.72,1.1,0.061,7.0,151.0,0.993,3.09,0.57,9.5,1
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,0
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,0
7.6,0.56,0.12,10.4,0.096,22.0,177.0,0.9983,3.32,0.45,9.1,1
6.9,0.19,0.6,4.0,0.037,6.0,122.0,0.99255,2.92,0.59,10.4,1
6.1,0.2,0.34,9.5,0.0409999999999999,38.0,201.0,0.995,3.14,0.44,10.1,1
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,1
7.6,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,1
6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,1
7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,3.19,0.34,9.2,1
6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,1
8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,1
6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,0
7.6,1.58,0.0,2.1,0.1369999999999999,5.0,9.0,0.99476,3.5,0.4,10.9,0
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,1
9.4,0.24,0.29,8.5,0.037,124.0,208.0,0.99395,2.9,0.38,11.0,1
8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,1
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,1
5.8,0.28,0.35,2.3,0.053,36.0,114.0,0.9924,3.28,0.5,10.2,1
6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,0.65,10.5,1
6.5,0.38,0.53,1.4,0.142,5.0,69.0,0.9926,3.14,0.52,10.1,1
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,0
7.4,0.27,0.31,2.4,0.0139999999999999,15.0,143.0,0.99094,3.03,0.65,12.0,1
7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,1
8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,0.65,11.1,1
6.5,0.28,0.35,9.8,0.067,61.0,180.0,0.9972,3.15,0.57,9.0,1
7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,0
9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,1
9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,1
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10.0,1
6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,1
6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,1
7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45,10.7,1
6.4,0.43,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,0.52,9.1,1
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,1
9.8,0.36,0.46,10.5,0.038,4.0,83.0,0.9956,2.89,0.3,10.1,1
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,0
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,10.3,0
8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,2.91,0.32,11.4,1
9.2,0.19,0.42,2.0,0.047,16.0,104.0,0.99517,3.09,0.66,10.0,1
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,1
9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,1
5.2,0.405,0.15,1.45,0.038,10.0,44.0,0.99125,3.52,0.4,11.6,1
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,0
7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,1
5.8,0.26,0.3,2.6,0.034,75.0,129.0,0.9902,3.2,0.38,11.5,1
8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,0
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,0
6.8,0.63,0.04,1.3,0.0579999999999999,25.0,133.0,0.99271,3.17,0.39,10.2,1
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,0
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1
6.9,0.26,0.49,1.6,0.0579999999999999,39.0,166.0,0.9965,3.65,0.52,9.4,1
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,0
7.4,0.17,0.4,5.5,0.037,34.0,161.0,0.9935,3.05,0.62,11.5,1
8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1,0
6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,3.34,0.48,10.6,1
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,0
6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,1
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1
6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6,1
6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,1
6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,1
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,0
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1
6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,3.49,0.44,10.5,1
7.9,0.885,0.03,1.8,0.0579999999999999,4.0,8.0,0.9972,3.36,0.33,9.1,0
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,0
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,0
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,0
7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.99256,3.05,0.54,10.4,1
10.2,0.44,0.88,6.2,0.049,20.0,124.0,0.9968,2.99,0.51,9.9,1
7.5,0.29,0.26,14.95,0.067,47.0,178.0,0.99838,3.04,0.49,9.2,1
8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,3.04,0.37,10.5,1
6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,3.49,0.63,9.6,1
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,0
7.447595559434538,1.151683108395823,0.04759555943453865,3.7026510665028054,0.0917644884622007,5.0,13.048088811309228,0.9962192355245237,3.5871639965089153,0.5685573356607232,10.937977797172692,0
8.494010971937781,0.38589835420933266,0.36939354103937116,11.18225960044556,0.047883241900518486,28.11751371492223,138.4708104751296,0.9977646703239792,3.1794237656569995,0.37529945140311094,9.747005485968891,1
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1
7.3925769804609285,0.5796077726452988,0.09410373712423724,4.422269058617217,0.08429270550601338,5.888654706913917,29.0,0.9971476173356715,3.367380866783577,0.5011134529308608,9.129902841933763,0
7.128175796000394,0.4578522761790645,0.35796761652624326,4.263740932209946,0.028364903783168877,5.0,19.0,0.992059631162822,3.308799074757893,0.37840647669475136,12.239722427367798,0
7.1778912606371,0.3679182923412875,0.3369660572332285,3.2758485691692876,0.04008230688304816,28.267347563822604,142.0,0.9933077200154379,3.2188434957451597,0.43732652436177394,10.260408538293563,1
8.865695426968063,0.9040750431644544,0.23939691973811705,3.1995849440062214,0.1473222096592368,5.0,14.977130284645376,0.9979679823985035,3.400374383108337,0.583970862809042,9.576300172657817,0
6.4067365076744105,0.2886676643953487,0.24067365076744107,2.326796371395334,0.13080838092092925,7.866766439534873,110.60029931860461,0.9927239820408837,3.0306437189069793,0.45865269846511786,9.853368253837205,1
6.431266714023566,0.3862266003670072,0.2637466571952868,1.5377339963299281,0.08151470834073832,5.938001420706989,110.31266714023566,0.9935247994317172,3.164959886343441,0.49498662878114696,9.35013371218853,1
6.368887508100297,0.25271769380313186,0.37,1.7682057654921703,0.031158971172539147,5.947009609153618,60.78803843661447,0.9898515525178206,3.2867524022884043,0.3505980781692766,12.10461729647651,1
7.9483007141414355,0.46721060895706645,0.21224510712121536,1.7741503570707176,0.06276189500100995,22.380947500504977,152.87754892878786,0.9950685715749849,3.1401359428686852,0.4725169928585856,9.550339857171712,1
7.303797528001216,0.32037975280012165,0.3838818127991081,4.602109475995338,0.03688607415996351,3.691983520008108,30.72995880002027,0.9907314768688016,3.0296202471998783,0.4711814007993108,12.257805767997162,1
6.611955492279699,0.2827173295367819,0.23239109845593964,1.645653409264362,0.07143484849409931,22.27173295367819,193.03262310808424,0.9945071770837786,3.405217803088121,0.5976089015440603,9.669564393823759,1
5.877300527226751,0.43073602809216405,0.13748471002528706,1.2,0.05877300527226745,7.773005272267508,108.0,0.9929650305799494,3.1836196836639497,0.4911043936892366,9.221472759286309,1
8.722309564260613,0.2892865771446828,0.39165356536090823,9.208494546454816,0.03823216442861704,107.36578021366955,202.1472189640689,0.9950743500411131,2.955447399287768,0.41388452178696944,10.260701342829758,1
7.705012243127737,1.0906547961285813,0.07949877568722633,3.1768795911729013,0.08548746939218066,5.256265303909671,11.743734696090328,0.9965995477481981,3.52462408176542,0.5718108165699362,11.148746939218066,0
6.165318416539444,0.24979776248091662,0.4325580895101804,6.589888124045831,0.05034681583460556,36.68351979325695,199.66329604134862,0.9957897676419593,3.3485542168447786,0.5938726333842224,9.602022375190835,1
7.087197855565344,0.38,0.3423992851884478,1.957863330879423,0.058781259469472935,21.08266190125632,84.0,0.9951359892778268,3.274133095062816,0.5853327376570399,9.82933452468592,0
6.5290426868791505,0.28497874632214015,0.3612021792248152,9.841489552684502,0.06592127163020298,61.373405974160505,180.3734059741605,0.9972165958210738,3.147095731312085,0.5666808357852399,8.9834041789262,1
10.907113240800864,0.34719138714488657,0.65902711224973,8.365534299952646,0.0423708133674919,17.7902711224973,123.55805422449946,0.9980816427489516,2.9634832534699678,0.5276778310200216,9.811610844899892,1
7.926435023202856,0.37719638700640046,0.3419758157779424,13.664350232028564,0.07184380828298863,28.528700464057128,177.0,0.9996710270974519,3.2873564976797143,0.5348731060327426,9.03471299535943,1
6.932983911373809,0.25596782274761787,0.4812579190542878,3.0104826587857314,0.04062823025111898,6.659678227476179,121.01048265878573,0.9924675402215655,2.946387129099047,0.4976450481533349,10.301048265878574,1
8.855770737183093,0.32401432892605675,0.42074555008098435,1.655770737183092,0.04659856710739432,12.91828052887319,119.0,0.9957646165897465,3.1540143289260567,0.5403369527253503,9.68774207933098,1
7.3599471298866055,0.6161406721942477,0.10968164653212847,2.4066314199244037,0.06827054380831551,4.766578549811009,8.533157099622018,0.9959231835346787,3.3940052870113395,0.5570026435056697,11.016710725094496,0
6.750084887593485,0.28250084887593485,0.32749236011658633,11.08793717110645,0.067,57.498811573691206,179.49983022481302,0.9974951001673603,3.1224906623647164,0.5499932089925211,9.050016977518696,1
8.164800590075624,0.901213564446286,0.25533357919817656,2.0530674534341653,0.08706134906868329,7.117331366414588,22.82400295037812,0.9962175997049622,3.2547200885113434,0.5057860667564492,9.953067453434166,0
8.080538396829626,0.36675709523742744,0.36108096825419084,3.8854090158658927,0.04464323873016763,17.178380634916184,104.0,0.9951876757095237,3.178378547618714,0.5362700333338009,10.412433222220663,1
6.609002164616806,0.8936252705771007,0.032725054115420135,5.123115529801476,0.07654745129612188,22.59124188268698,47.272505411542014,0.9959012160986754,3.5432117694418284,0.5068126352885504,10.995620941343489,0
6.274086529794433,0.2609302854280516,0.4879735503252681,7.846177966952885,0.047963461191777315,35.388702053083506,200.12956735102784,0.9954178076715067,3.1574086529794436,0.5270432648972165,9.490697145719484,1
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1
7.678900546108439,1.397213734848782,0.007890054610843942,2.0210994538915608,0.11622285619144418,4.736998179638535,8.736998179638535,0.995401724441682,3.463179745149395,0.3815898725746975,10.426596723349364,0
6.272643859030937,0.38967055535979644,0.3060842399412348,1.6094245638762559,0.04869349412628898,5.0,109.78773976505155,0.993348123389134,3.3015554681350476,0.5008965788546405,9.651876610865944,1
6.7,0.4467222162483352,0.2862222232611591,8.235555628281137,0.0453499997662392,8.811111163057955,176.78333325541305,0.9951335555628281,3.2816666744586933,0.44894444885992624,10.211111163057955,1
9.548530652338844,0.30188627284536895,0.2936208351017955,2.0652132384149335,0.06036966903962667,14.673933807925334,37.34786761585067,0.9960186919145735,3.2614502443698488,0.4877535539735822,9.232606619207466,0
8.28021206136422,0.31279858625757184,0.2827632426968686,5.460070687121406,0.040399293128785936,25.48127236818532,66.44028274848563,0.9926419223332736,2.979590103803003,0.48921555116670945,11.447773801211499,1
8.532148895897729,0.426033608180329,0.2322545066896945,3.2288114870023503,0.06687058762103838,5.6096038290007835,30.561584683996866,0.9960336134015028,3.188705876210384,0.4141128423801723,9.234237702599529,0
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1
6.965978537709106,0.3219570754182124,0.36247726424721766,2.020643868726814,0.04425763914800168,7.3195707541821236,120.02064386872681,0.9923850536557273,2.9727828301672847,0.4052600944145026,10.202064386872681,1
6.019485643806077,0.2040257178096961,0.3158456931418233,7.527398273248904,0.04583086137163528,38.805143561939225,200.19485643806078,0.9955636004933575,3.373491632962375,0.5446686630520989,10.059742821903038,1
7.338240567894523,0.380883700684156,0.2802932386842461,10.258807122105928,0.038529423484210054,15.205864773684922,64.41172954736984,0.9942029523099996,3.2002932386842464,0.3735288257894974,10.970576515789949,1
7.137579575724956,0.4034369495811072,0.13650954908699472,0.9365095490869948,0.03290471352739011,31.82012732115993,95.0,0.991412076392696,2.9771414058217047,0.3817987267884007,10.490471352739016,1
7.427418075466112,1.165807347173722,0.02741807546611154,3.9346921321397175,0.09398401169872767,5.0,13.45163849067777,0.9963806553962712,3.6053237320804996,0.5564508452796669,10.837090377330558,0
9.83515543300393,0.5317425313712012,0.5193639485675007,1.9931822773051482,0.0640727493106471,10.0,46.17272910922059,0.9981665209976854,3.3244543801701467,0.5231213161891669,9.716968105342152,0
9.287256792756681,0.29704645045270744,0.5232234882797118,2.0872567927566807,0.049295354954729254,16.154425945675108,119.0,0.9961098054342054,3.1270464504527076,0.6589956180080871,10.173163891851267,1
7.051507160718048,0.21107761865071004,0.2837716652774852,2.592238134928995,0.03491597585310355,23.053880932535503,111.0,0.993917991715288,3.3510776186507103,0.6286850041675445,10.2431047460284,1
8.118408273384661,0.339079586330767,0.3854975719430854,2.121515737392069,0.03608705935246078,18.0,97.08955035969204,0.9914522879496338,3.181840827338466,0.3617660971215282,12.182089928061592,1
7.165246297112288,0.32,0.41786944566843215,7.150468470375002,0.04191477782673728,17.957388913368643,65.34753702887711,0.9919383499779683,3.102982776064195,0.4065246297112288,12.217709268235168,1
9.363348539199823,0.5188415616187452,0.481766836717486,1.9378924069374794,0.06141883553299901,10.0,45.95156962774992,0.9974624966483372,3.3443587335025073,0.5105889455724953,9.908639655950072,0
6.815693472402278,0.20264597913965832,0.43981759756432803,2.8197086136318905,0.03742153263798861,5.57846736201139,122.84306527597722,0.9918881937583579,2.99587587483795,0.4972628196425056,10.737226110390889,1
5.8,0.26910694902278454,0.3227673725569613,2.463395764658232,0.04265160157164529,57.241449405570194,122.16978823291161,0.9912017643925063,3.2364277960911383,0.4346416941367071,10.908048313519005,1
7.3528407963249185,0.4119531715159711,0.18365764931092227,11.773152986218443,0.05647159203675081,21.85369402756311,139.92684701378155,0.9980016191546711,3.224879290964709,0.48764203981624593,9.452840796324919,1
8.956152974601087,0.2285021619050914,0.4071659460316362,2.4106897269876417,0.04648663784126545,16.256681079367276,104.0,0.9951738502161905,3.1092510809525455,0.6330484866664361,10.089838377778547,1
6.729156505144163,0.6534336894290612,0.09,3.9,0.07774098054267757,14.822891262860407,29.354217474279185,0.9955162896299378,3.4259397863425636,0.5465663105709389,11.08228912628604,0
6.117868671015606,0.2062540348554624,0.3551883703632658,9.330247625351735,0.04171474684062418,37.7319699347659,200.91065664492197,0.9950428848104375,3.141786867101561,0.44893433550780343,10.037459651445376,1
10.044071236260564,0.4762714157507043,0.5640510595694015,2.225932146062324,0.06518307033880986,8.703392696883805,47.0,0.9983260732656543,3.203322137087817,0.5388814247252113,9.285253606685563,0
11.445986236495031,0.2764643064600272,0.4906293010953028,10.015832849266033,0.03731887903285908,16.106293010953028,123.2212586021906,0.9990583500536473,2.9432755161314366,0.5411496559123758,9.74425172043812,1
7.809910753212407,0.283513387018139,0.20338750544973694,1.0309910753212408,0.033175669350906885,33.30991075321241,96.38017849357519,0.9925612794732389,2.936963833252077,0.3979549085733176,9.930991075321241,1
6.8,0.63,0.04,1.3,0.0579999999999999,25.0,133.0,0.99271,3.17,0.39,10.2,1
6.385615951488315,0.9676172746475042,0.06474046494516733,1.4278298998433352,0.13591494992166764,7.721701001566648,19.360850500783325,0.9949021262519583,3.380919334741503,0.6965103004699942,9.583489699530006,0
8.132437567624835,0.22924249008169076,0.38432500901664474,2.063774882783618,0.04414600072133158,9.178374954916777,101.17837495491678,0.9938216250450832,3.0492975027049933,0.687458740532523,11.189187477458388,1
7.810426850511502,0.44216096371355895,0.2630902583478214,12.504268505115022,0.08042841306214885,26.20853701023004,177.0,0.9991837927721483,3.29895731494885,0.5047109811329905,9.057914629897699,1
